# tag	id	type	category	cat2_cntr	cat2_text	cmd	icon	name	desc
1	0	-1	1	1	-2	S'asseoir/Se lever	icon.action001	"Appuyer pour S'asseoir/Se lever. (/sit, /stand)"	sitstand
1	22	-1	5	821	"14111|14113|14115|14160|14162|14164|14295|14297|14299|14344|14346|14348|14479|14481|14483|14528|14530|14532|14117|14119|14166|14301|14303|14350|14485|14487|14534|14799|14800|14801|14663|14664|14665|14666|14667|14001|14002|14038|14039|14040|14737|14112|14114|14116|14118|14159|14161|14163|14165|14167|14296|14298|14300|14302|14343|14345|14347|14349|14351|14480|14482|14484|14486|14527|14529|14531|14533|14535|14120|14121|14122|14123|14124|14125|14126|14127|14128|14168|14169|14170|14171|14172|14173|14174|14175|14176|14352|14353|14354|14355|14356|14357|14358|14359|14360|14304|14305|14306|14307|14308|14309|14310|14311|14312|14488|14489|14490|14491|14492|14493|14494|14495|14496|14536|14537|14538|14539|14540|14541|14542|14543|14544|14003|14004|14005|14006|14007|14041|14042|14043|14802|14803|14804|14805|14207|14208|14209|14210|14211|14212|14213|14214|14215|14216|14217|14218|14219|14391|14392|14393|14394|14395|14396|14397|14398|14399|14400|14401|14402|14403|14575|14576|14577|14578|14579|14580|14581|14582|14583|14584|14585|14586|14587|14668|14669|14670|14671|14220|14404|14588|14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14261|14262|14263|14264|14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14445|14446|14447|14448|14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14629|14630|14631|14632|14074|14075|14076|14077|14078|14079|14080|14129|14130|14131|14132|14133|14134|14135|14136|14137|14138|14139|14140|14141|14142|14143|14144|14145|14146|14147|14148|14149|14150|14151|14152|14153|14154|14155|14156|14157|14158|14177|14178|14179|14180|14181|14182|14183|14184|14185|14186|14187|14188|14189|14190|14191|14192|14193|14194|14195|14196|14197|14198|14199|14200|14201|14202|14203|14204|14205|14206|14221|14222|14223|14224|14225|14226|14227|14228|14229|14230|14231|14232|14233|14234|14235|14236|14237|14238|14239|14240|14241|14242|14243|14244|14245|14246|14247|14248|14249|14250|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294|14313|14314|14315|14316|14317|14318|14319|14320|14321|14322|14323|14324|14325|14326|14327|14328|14329|14330|14331|14332|14333|14334|14335|14336|14337|14338|14339|14340|14341|14342|14361|14362|14363|14364|14365|14366|14367|14368|14369|14370|14371|14372|14373|14374|14375|14376|14377|14378|14379|14380|14381|14382|14383|14384|14385|14386|14387|14388|14389|14390|14405|14406|14407|14408|14409|14410|14411|14412|14413|14414|14415|14416|14417|14418|14419|14420|14421|14422|14423|14424|14425|14426|14427|14428|14429|14430|14431|14432|14433|14434|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478|14497|14498|14499|14500|14501|14502|14503|14504|14505|14506|14507|14508|14509|14510|14511|14512|14513|14514|14515|14516|14517|14518|14519|14520|14521|14522|14523|14524|14525|14526|14545|14546|14547|14548|14549|14550|14551|14552|14553|14554|14555|14556|14557|14558|14559|14560|14561|14562|14563|14564|14565|14566|14567|14568|14569|14570|14571|14572|14573|14574|14589|14590|14591|14592|14593|14594|14595|14596|14597|14598|14599|14600|14601|14602|14603|14604|14605|14606|14607|14608|14609|14610|14611|14612|14613|14614|14615|14616|14617|14618|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662|14008|14009|14010|14011|14012|14013|14014|14015|14016|14017|14018|14019|14020|14021|14022|14023|14024|14025|14026|14027|14028|14029|14030|14031|14032|14033|14034|14035|14036|14037|14044|14045|14046|14047|14048|14049|14050|14051|14052|14053|14054|14055|14056|14057|14058|14059|14060|14061|14062|14063|14064|14065|14066|14067|14068|14069|14070|14071|14072|14073|14081|14082|14083|14084|14085|14086|14087|14088|14089|14090|14091|14092|14093|14094|14095|14096|14097|14098|14099|14100|14101|14102|14103|14104|14105|14106|14107|14108|14109|14110|14672|14673|14674|14675|14676|14677|14678|14679|14680|14681|14682|14683|14684|14685|14686|14687|14688|14689|14690|14691|14692|14693|14694|14695|14696|14697|14698|14699|14700|14701|14738|14739|14740|14741|14742|14743|14744|14745|14746|14747|14748|14749|14750|14751|14752|14753|14754|14755|14756|14757|14758|14759|14760|14761|14762|14763|14764|14765|14766|14767|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835|14836|14837|14838|14870|14871|14872|14873|14874|14875|14876|14877|14878|14879|14880|14881|14882|14883|14884|14885|14886|14887|14888|14889|14890|14891|14892|14893|14894|14895|14896|14897|14898|14899|14900|14901|14902|14903|14904|14905|14906|14907|14908|14909|14910|14911|14912|14913|14914|14915|14916|14917|14918"	Attaquer	icon.action102	Attaque une Cible.	summonattack
1	23	-1	5	1	-2	Stop	icon.action103	Stop l'action courante.	summonstop
1	24	6	3	1	-2	Oui	icon.action024	Emotion: Répondre positivement. (/socialyes)	socialyes
1	25	5	3	1	-2	Non	icon.action025	Emotion: Répondre négativement (/socialno)	socialno
1	26	7	3	1	-2	S'incliner	icon.action026	Emotion: Montre son respect en s'agenouillant.  (/socialbow)	socialbow
1	27	-1	0	1	-2	Skill spécial	icon.action105	Utilise un Skill spécial	summonspecial
1	28	-1	1	1	-2	Magasin privé - Acheter	icon.action028	Crée un magasin privé pour acheter des objets. (/buy)	buy
1	29	8	3	1	-2	Ignorant	icon.action029	Emotion: Vous n'avez aucune idée de ce qui se passe. (/socialunaware)	socialunaware
1	30	9	3	1	-2	Attente sociale	icon.action030	Emotion: Vous attendez... (/socialwaiting)	socialwaitinga
1	31	10	3	1	-2	Rire	icon.action031	Emotion: Avoir un bon rire. (/sociallaugh)	sociallaugh
1	32	-1	5	31	"14768|14769|14770|14771|14772|14773|14774|14775|14776|14777|14778|14779|14780|14781|14782|14783|14784|14785|14786|14787|14788|14789|14790|14791|14792|14793|14794|14795|14796|14797|14798"	Changer de mode	icon.action105	Appuyer pour changer entre le mode Attaque/Movement.	summonsiege
1	33	11	3	1	-2	Applaudir	icon.action032	Emotion: Vous applaudissez. (/socialapplause)	socialapplause
1	34	12	3	1	-2	Danser	icon.action033	Emotion: Montre vos meilleur pas de danse.  (/socialdance)	socialdance
1	35	13	3	1	-2	Pleurer	icon.action034	Emotion: Montre la peine. (/socialsad)	socialsad
1	36	-1	5	44	"14575|14576|14577|14578|14579|14580|14581|14582|14583|14584|14585|14586|14587|14588|14589|14590|14591|14592|14593|14594|14595|14596|14597|14598|14599|14600|14601|14602|14603|14604|14605|14606|14607|14608|14609|14610|14611|14612|14613|14614|14615|14616|14617|14618"	Toxic Smoke	icon.action105	Poison gas attack.	skill4259
1	37	-1	1	1	-2	Fabrication de Nain	icon.action042	Crée un magasin de crafting privé qui crée des objets en employant des recipes de nain en échange d'honoraires. (/dwarvenmanufacture)	manufacture
1	38	-1	1	1	-1	Monter/Descendre	icon.action036	"Appuyer pour monter/descendre quand vous cibler un NPC qui peut être monté. (/mount, /dismount, /mountdismount)"	mountdismount
1	39	-1	5	44	"14575|14576|14577|14578|14579|14580|14581|14582|14583|14584|14585|14586|14587|14588|14589|14590|14591|14592|14593|14594|14595|14596|14597|14598|14599|14600|14601|14602|14603|14604|14605|14606|14607|14608|14609|14610|14611|14612|14613|14614|14615|14616|14617|14618"	Parasite Burst	icon.action108	Attaque magique faisant exploser un corps	skill4138
1	40	-1	1	1	-2	Recommander	icon.action040	Augmente les points d'évaluation d'une cible. (/evaluate)	commend
1	41	-1	5	31	"14768|14769|14770|14771|14772|14773|14774|14775|14776|14777|14778|14779|14780|14781|14782|14783|14784|14785|14786|14787|14788|14789|14790|14791|14792|14793|14794|14795|14796|14797|14798"	Wild Cannon	icon.action105	Attaque les murs ou portes d'un château, ou un QG en tirant au canon	skill4230
1	42	-1	5	44	"14207|14208|14209|14210|14211|14212|14213|14214|14215|14216|14217|14218|14219|14220|14221|14222|14223|14224|14225|14226|14227|14228|14229|14230|14231|14232|14233|14234|14235|14236|14237|14238|14239|14240|14241|14242|14243|14244|14245|14246|14247|14248|14249|14250"	Self Damage Shield	icon.action105	Renvoi des dégâts à l'ennemi	skill4163
1	43	-1	5	44	"14391|14392|14393|14394|14395|14396|14397|14398|14399|14400|14401|14402|14403|14404|14405|14406|14407|14408|14409|14410|14411|14412|14413|14414|14415|14416|14417|14418|14419|14420|14421|14422|14423|14424|14425|14426|14427|14428|14429|14430|14431|14432|14433|14434"	Hydro Screw	icon.action105	Attaque un ennemi en créant un tourbillon d'eau déferlante.	skill4137
1	44	-1	5	35	"14702|14703|14704|14705|14706|14707|14708|14709|14710|14711|14712|14713|14714|14715|14716|14717|14718|14719|14720|14721|14722|14723|14724|14725|14726|14727|14728|14729|14730|14731|14732|14733|14734|14735|14736"	Boom Attack	icon.action105	Attaque un ennemi à l'aide d'une puissante explosion.	skill4139
1	45	-1	5	96	"14111|14113|14115|14117|14119|14112|14114|14116|14118|14120|14121|14122|14123|14124|14125|14126|14127|14128|14129|14130|14131|14132|14133|14134|14135|14136|14137|14138|14139|14140|14141|14142|14143|14144|14145|14146|14147|14148|14149|14150|14151|14152|14153|14154|14155|14156|14157|14158|14295|14297|14299|14301|14303|14296|14298|14300|14302|14304|14305|14306|14307|14308|14309|14310|14311|14312|14313|14314|14315|14316|14317|14318|14319|14320|14321|14322|14323|14324|14325|14326|14327|14328|14329|14330|14331|14332|14333|14334|14335|14336|14337|14338|14339|14340|14341|14342"	Master Recharge	icon.action105	Restaure les MP de l'invocateur.	skill4025
1	46	-1	5	96	"14160|14162|14164|14166|14159|14161|14163|14165|14167|14168|14169|14170|14171|14172|14173|14174|14175|14176|14177|14178|14179|14180|14181|14182|14183|14184|14185|14186|14187|14188|14189|14190|14191|14192|14193|14194|14195|14196|14197|14198|14199|14200|14201|14202|14203|14204|14205|14206|14344|14346|14348|14350|14343|14345|14347|14349|14351|14352|14353|14354|14355|14356|14357|14358|14359|14360|14361|14362|14363|14364|14365|14366|14367|14368|14369|14370|14371|14372|14373|14374|14375|14376|14377|14378|14379|14380|14381|14382|14383|14384|14385|14386|14387|14388|14389|14390"	Mega Storm Strike	icon.action105	Attaque un ennemi en invoquant une tempête dévastatrice.	skill4261
1	47	-1	5	84	"14528|14530|14532|14534|14527|14529|14531|14533|14535|14536|14537|14538|14539|14540|14541|14542|14543|14544|14545|14546|14547|14548|14549|14550|14551|14552|14553|14554|14555|14556|14557|14558|14559|14560|14561|14562|14563|14564|14565|14566|14567|14568|14569|14570|14571|14572|14573|14574|14038|14039|14040|14041|14042|14043|14044|14045|14046|14047|14048|14049|14050|14051|14052|14053|14054|14055|14056|14057|14058|14059|14060|14061|14062|14063|14064|14065|14066|14067|14068|14069|14070|14071|14072|14073"	Steal Blood	icon.action105	Endommage un ennemi et soigne le Serviteur par la même occasion.	skill4260
1	48	-1	5	39	"14663|14664|14665|14666|14667|14668|14669|14670|14671|14672|14673|14674|14675|14676|14677|14678|14679|14680|14681|14682|14683|14684|14685|14686|14687|14688|14689|14690|14691|14692|14693|14694|14695|14696|14697|14698|14699|14700|14701"	Mech. Cannon	icon.action105	Attaque l'ennemi en tirant au canon.	skill4068
1	49	-1	0	2	"12311|12526"	Wild Temper	icon.action105	Attaque avec un excès de rage.	skill4032
1	50	-1	2	1	-2	Changement de chef de partie	icon.action041	Le membre de partie sélectionné deviendra le nouveau chef de partie. (/changepartyleader)	leaderchange
1	51	-1	1	1	-2	Fabrication générale	icon.action043	Créer un objet en utilisant un recipe commun en échange d'honoraires.\n(/generalmanufacture)	manufacture2
1	52	-1	5	1	-2	Désinvoquer	icon.action107	Supprime les obligations de l’invocation et la libère.	unsummon
1	53	-1	5	1	-2	Déplacer	icon.action112	Se déplace a la cible.	summonmove
1	54	-1	4	1	-2	Déplacer	icon.action112	Se déplace a la cible.	petmove
1	55	-1	1	1	-2	Début/Fin enregistrement Replay	icon.action044	"Appuyer pour enregistrer ou stopper l'enregistrement.  \n\n(/start_videorecording, /end_videorecording, /startend_videorecording)"	recstartstop
1	56	-1	2	1	-2	Invitation de canal de commande	icon.action045	Invite la cible sélectionnée a un canal de commande. (/channelinvite)	invitechannel
1	57	-1	1	1	-2	Trouver magasin	icon.action046	Messages qui contiennent le mot de recherche pour chercher un magasin privé ou un crafting privé. (/findprivatestore)	storefind
1	58	-1	1	1	-2	Duel	icon.action047	Lance un défi à un autre joueur pour un duel. (/duel)	challenge
1	59	-1	1	1	-2	Se retirer	icon.action048	Se retirer d'un duel. Un retrait est traité comme une défaite. (/withdraw)	cancelchallenge
1	60	-1	2	1	-2	Duel de partie	icon.action049	Lance un défi à une autre partie pour un duel. (/partyduel)	partychallenge
1	61	-1	1	1	-2	Vente de paquets	icon.action050	Ouvre un magasin personnel pour vendre des paquets. (/packagesale)	packagevendor
1	62	14	3	1	-2	Charmer	icon.action051	Pose pour charmer.\n\n(Command: /charm)	socialcharm
1	63	-1	1	1	-2	Mini-jeu	icon.action052	Lance un mini-jeu amusant et facile. (commande: /minigame)	playminigame
1	64	-1	1	1	-2	Mes téléportations	icon.action053	Affiche la fenêtre ma téléportation vous pouvez sauvegarder ou gérer vos lieux de téléportation (command: /myteleport).	teleportbookmark
1	65	-1	1	1	-2	Signaler Bot	icon.action054	Signale que le joueurs sélectionné est un bot.	botreport
1	66	15	3	1	-2	Shyness	icon.action055	Emotion: Vous prenez une pose de timidité. (commande: /shyness).	socialshy
1	67	-1	1	1	-3	Steer	icon.action056	Vous permet de contrôler l'aéronef.	navigatewheel
1	68	-1	1	1	-3	Cancel Control	icon.action057	Renoncer au contrôle de l'aéronef.	leavewheel
1	69	-1	1	1	-3	Destination Map	icon.action058	Choisir à partir d'endroits prédésignés.	startship
1	70	-1	1	1	-3	Exit Airship	icon.action059	Quitter l'Aéronef.	leaveship
1	1000	-1	5	31	"14737|14738|14739|14740|14741|14742|14743|14744|14745|14746|14747|14748|14749|14750|14751|14752|14753|14754|14755|14756|14757|14758|14759|14760|14761|14762|14763|14764|14765|14766|14767"	Siege Hammer	icon.action105	Attaque les portes ou les murs d'un château, ou un QG avec un puissant coup.	skill4079
1	1001	-1	4	1	12564	Ultimate Bombastic Buster	icon.action105	Un coup imprudent mais puissant qui doit être utilisé avec une extrême prudence.	fakeskill
1	1002	-1	0	2	"12312|12527"	Hostile Feeling	icon.action105	Incite ceux qui sont autour du servant à vous attaquer.	skill4123
1	1003	-1	4	3	"12311|12526|16038"	Wild Stun	icon.action105	Une attaque surprise qui inflige et étourdit l'adversaire.	skill7002
1	1004	-1	4	3	"12311|12526|16038"	Wild Defense	icon.action108	Augmente instantanément et significativement la P.def et la M.def. Le personnage ne peut pas bouger tant que le skill est effectif.	skill7002
1	1005	-1	4	3	"12312|12527|16039"	Bright Burst	icon.action105	Une attaque magique.	skill7002
1	1006	-1	4	3	"12312|12527|16039"	Bright Heal	icon.action108	Restaure les HP du pet.	skill7002
1	1007	-1	5	44	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14261|14262|14263|14264|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Blessing of Queen	icon.action105	Augmente temporairement les chances de faire des critiques de votre party et augmente aussi les dégâts des coups critiques.	skill7002
1	1008	-1	5	44	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14261|14262|14263|14264|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Gift of Queen	icon.action108	Augmente temporairement la Patk et la précision (accuracy) de votre party.	skill7002
1	1009	-1	5	44	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14261|14262|14263|14264|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Cure of Queen	icon.action109	A une possibilité d'enlever les malédiction des membres de votre party.	skill7002
1	1010	-1	5	44	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14445|14446|14447|14448|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Blessing of Seraphim	icon.action105	Augmente temporairement la régénération des MP de votre party.	skill7002
1	1011	-1	5	44	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14445|14446|14447|14448|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Gift of Seraphim	icon.action108	Diminue temporairement le re-use des sorts de votre party.	skill7002
1	1012	-1	5	44	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14445|14446|14447|14448|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Cure of Seraphim	icon.action109	Enleve une malédiction de votre party.	skill7002
1	1013	-1	5	44	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14629|14630|14631|14632|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Curse of Shade	icon.action105	Provoque un adversaire et le frappe d'une malédiction qui diminue la P.Def et la M.Def.	skill7002
1	1014	-1	5	44	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14629|14630|14631|14632|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Mass Curse of Shade	icon.action108	Provoque de nombreux adversaire autour du lanceur et leur inflige une malédiction diminuant leur P.Def et M.Def.	skill7002
1	1015	-1	5	44	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14629|14630|14631|14632|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Shade Sacrifice	icon.action109	Sacrifie vos Hp dans le but de régénérer ceux de votre cible.	skill7002
1	1016	-1	5	37	"14074|14075|14076|14077|14078|14079|14080|14081|14082|14083|14084|14085|14086|14087|14088|14089|14090|14091|14092|14093|14094|14095|14096|14097|14098|14099|14100|14101|14102|14103|14104|14105|14106|14107|14108|14109|14110"	Cursed Blow	icon.action105	"Tente une puissante attaque critique sur un adversaire."	skill7002
1	1017	-1	5	37	"14074|14075|14076|14077|14078|14079|14080|14081|14082|14083|14084|14085|14086|14087|14088|14089|14090|14091|14092|14093|14094|14095|14096|14097|14098|14099|14100|14101|14102|14103|14104|14105|14106|14107|14108|14109|14110"	Cursed Stun	icon.action108	Un coup étourdissant qui inflige des dégâts et plonge instantanément un ennemi dans un état de choc.	skill7002
1	1018	-1	5	1	20001	Cursed Drain Energy	icon.action109	Inflige une malédiction mortelle a un ennemi qui lui absorbe ses Hp.	skill7002
1	1019	-1	5	1	20001	Kat the Cat Skill 2	icon.action108	Skill #2 a été utilisé par Kat the Cat	skill7002
1	1020	-1	5	1	20001	Mew the Cat Skill 2	icon.action108	Skill #2 a été utilisé par Mew the Cat	skill7002
1	1021	-1	5	1	20001	Kai the Cat Skill 2	icon.action108	Skill #2 a été utilisé par Kai the Cat	skill7002
1	1022	-1	5	1	20001	Boxer the Unicorn Skill 2	icon.action108	Skill #2 a été utilisé par Boxer the Unicorn	skill7002
1	1023	-1	5	1	20001	Mirage the Unicorn Skill 2	icon.action108	Skill #2 a été utilisé par Mirage the Unicorn	skill7002
1	1024	-1	5	1	20001	Merrow the Unicorn Skill 2	icon.action108	Skill #2 a été utilisé par Merrow the Unicorn	skill7002
1	1025	-1	5	1	20001	Shadow Skill 1	icon.action105	Skill #2 a été utilisé par Shadow	skill7002
1	1026	-1	5	1	20001	Shadow Skill 2	icon.action108	Skill #1 a été utilisé par Shadow	skill7002
1	1027	-1	5	1	20001	Silhouette Skill 2	icon.action108	Skill #2 a été utilisé par Silhouette	skill7002
1	1028	-1	5	1	20001	Reanimated Man Skill 1	icon.action105	Skill #1 a été utilisé par Reanimated Man	skill7002
1	1029	-1	5	1	20001	Reanimated Man Skill 2	icon.action108	Skill #2 a été utilisé par Reanimated Man	skill7002
1	1030	-1	5	1	20001	Corrupted Man Skill 2	icon.action108	Skill #2 a été utilisé par Corrupted Man	skill7002
1	1031	-1	5	16	"14836|14871|14872|14873|14874|14875|14876|14877|14878|14879|14880|14881|14882|14883|14884|14885"	Slash	icon.action108	Feline King: Une puissante attaque de balafrement. Un Over-hit est possible.	skill7002
1	1032	-1	5	16	"14836|14871|14872|14873|14874|14875|14876|14877|14878|14879|14880|14881|14882|14883|14884|14885"	Spinning Slash	icon.action109	Feline King: Elle balafre les ennemis autour d'elle, lorsqu'elle tourne en l'air. Un Over-hit est possible.	skill7002
1	1033	-1	5	16	"14836|14871|14872|14873|14874|14875|14876|14877|14878|14879|14880|14881|14882|14883|14884|14885"	Grip of the Cat	icon.action111	Feline King: Immobilise tous les ennemis proches.	skill7002
1	1034	-1	5	16	"14837|14886|14887|14888|14889|14890|14891|14892|14893|14894|14895|14896|14897|14898|14899|14900"	Whiplash	icon.action108	Magnus the Unicorn: Puissants coups de pieds arrières qui assomment et font des dommages à l'ennemi. Un Over-hit est possible.	skill7002
1	1035	-1	5	16	"14837|14886|14887|14888|14889|14890|14891|14892|14893|14894|14895|14896|14897|14898|14899|14900"	Tidal Wave	icon.action109	Magnus the Unicorn: Ecrase plusieurs ennemis avec une terrible ruée d'eau.	skill7002
1	1036	-1	5	16	"14838|14901|14902|14903|14904|14905|14906|14907|14908|14909|14910|14911|14912|14913|14914|14915"	Corpse Kaboom	icon.action108	"Spectral Lord: Explose un corps, infligeant ainsi des dommages aux ennemis proches."	skill7002
1	1037	-1	5	16	"14838|14901|14902|14903|14904|14905|14906|14907|14908|14909|14910|14911|14912|14913|14914|14915"	Dicing Death	icon.action109	Spectral Lord: Des lames attachées à chaque bras, tailladent dans une attaque dévastatrice. Un Over-hit est possible.	skill7002
1	1038	-1	5	16	"14838|14901|14902|14903|14904|14905|14906|14907|14908|14909|14910|14911|14912|14913|14914|14915"	Dark Curse	icon.action111	"Spectral Lord: Maudis les ennemis les plus proches, les empoisonnant et réduisant leur Atk. Spd."	skill7002
1	1039	-1	5	31	"14839|14840|14841|14842|14843|14844|14845|14846|14847|14848|14849|14850|14851|14852|14853|14854|14855|14856|14857|14858|14859|14860|14861|14862|14863|14864|14865|14866|14867|14868|14869"	Cannon Fodder	icon.action108	Swoop Cannon: Tire un projectile à courte distance. Consomme 4 Flash Gunpowder.	skill7002
1	1040	-1	5	31	"14839|14840|14841|14842|14843|14844|14845|14846|14847|14848|14849|14850|14851|14852|14853|14854|14855|14856|14857|14858|14859|14860|14861|14862|14863|14864|14865|14866|14867|14868|14869"	Big Bang	icon.action109	Swoop Cannon: Tire un projectile à longue distance. Consomme 5 Flash Gunpowder.	skill7002
1	1041	-1	4	4	"16025|16037|16041|16042"	Bite Attack	icon.action111	Mord vicieusement un ennemi.	
1	1042	-1	4	4	"16025|16037|16041|16042"	Mawl	icon.action108	Eraflez un ennemi avec deux pattes. Fait saigner.	
1	1043	-1	4	4	"16025|16037|16041|16042"	Cry of the Wolf	icon.action109	Dominer les ennemis autour de vous avec un puissant rugissement.	
1	1044	-1	4	4	"16025|16037|16041|16042"	Awakening	icon.action105	Eveille des pouvoirs cachés.	
1	1045	-1	4	2	"16037|16042"	Wolf Howl	icon.action109	Baisse les P. Atk./M. Atk des ennemis autour de vous avec un cri de loup.	
1	1046	-1	4	2	"16038|16039"	Strider Roar	icon.action111	Baisse l'attack speed/magic speed des ennemis autour de vous avec un rugissement de strider.	
1	1047	-1	5	1	14870	Divine Beast Bite	icon.action105	Mort vicieusement un ennemi.	
1	1048	-1	5	1	14870	Divine Beast Stun Attack	icon.action108	Cause des dégâts et choque en même temps. Assomme instantanément un ennemi.	
1	1049	-1	5	1	14870	Divine Beast Fire Breath	icon.action109	Respirez le feu en face de vous.	
1	1050	-1	5	1	14870	Divine Beast Roar	icon.action111	Dominer les ennemis autour de vous avec un puissant rugissement.	
