# id	UNK_0	message	group	rgb	item_sound	sys_msg_ref	UNK_1_1	UNK_1_2	UNK_1_3	UNK_1_4	UNK_1_5	sub_msg	type
143	1	$c1 effectue un échange avec une autre personne. Veuillez réessayer plus tard.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
144	1	Cible incorrecte.	0	B09B79			0	0	0	0	0		none
145	1	Ce joueur n'est pas connecté.	0	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		none
146	1	Il vous est maintenant permis de parler.	4	B09B79	ItemSound3.sys_chat_permission	146	0	0	0	0	0		popup
147	1	Le chat est actuellement prohibé.	4	B09B79	ItemSound3.sys_chat_prohibition	147	0	0	0	0	0		popup
148	1	Vous ne pouvez pas utiliser les objets de quête.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
149	1	Vous ne pouvez pas prendre ou utiliser des objets lorsque vous faites un échange.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
150	1	Vous ne pouvez jeter ou détruire un objet pendant un magasin privé.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
151	1	L'endroit où vous voulez jeter est trop éloigné de vous.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
152	1	Vous avez invité la mauvaise cible.	0	B09B79			0	0	0	0	0		none
153	1	$c1 travaille sur une autre tâche. Merci de réessayer plus tard.	0	B09B79			0	0	0	0	0		none
154	1	Seul le chef de partie peut faire une invitation.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
155	1	La partie est complète.	0	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		none
156	1	L'absorption de vie a seulement réussi à moitié.	0	B09B79			0	0	0	0	0		none
157	1	Vous avez résisté au sort d'absorption de vie de $c1 .	0	B09B79			0	0	0	0	0		none
158	1	Votre attaque a échoué.	0	B09B79			0	0	0	0	0		none
159	1	Vous avez résisté à la magie de $c1.	0	B09B79			0	0	0	0	0		none
160	1	$c1 est déjà dans une partie et ne peut être invité.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
161	1	Ce joueur n'est actuellement pas connecté.	0	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		none
162	1	L'entrepôt est trop loin.	0	B09B79			0	0	0	0	0		none
163	1	Vous ne pouvez le détruire car le nombre est incorrect.	0	B09B79			0	0	0	0	0		none
164	1	En attente d'une autre réponse.	0	B09B79			0	0	0	0	0		none
165	1	Vous ne pouvez pas vous ajouter vous-même dans votre liste d'ami.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
166	1	La liste de vos amis n'est pas disponible. Réessayez plus tard, s'il vous plait.	0	B09B79			0	0	0	0	0		none
167	1	$c1 est déjà dans votre liste d'amis.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
168	1	$c1 vous propose de faire partie de sa liste d'amis.	0	B09B79	ItemSound3.sys_friend_invite		0	0	0	0	0		none
169	1	"Accepter l'amitié 0/1 (1 Accepter, 0 Refuser)"	0	B09B79			0	0	0	0	0		none
170	1	La personne qui a demandé à devenir votre ami n'est plus présent dans le jeu.	0	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		none
171	1	$c1 n'est pas dans votre liste d'amis.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
172	1	Il vous manque les fonds nécessaires pour payer cette transaction.	4	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		popup
173	1	Il vous manque les fonds nécessaires pour payer cette transaction.	4	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		popup
174	1	L'inventaire de cette personne est plein.	4	B09B79	ItemSound3.sys_shortage		0	0	0	0	0		popup
175	1	Les HPs ont été entièrement récupérés et le sort a été désactivé.	0	B09B79			0	0	0	0	0		none
176	1	Cette personne refuse les messages.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
177	1	Mode : messages refusés.	0	B09B79			0	0	0	0	0		none
178	1	Mode : messages acceptés.	0	B09B79			0	0	0	0	0		none
179	1	Vous ne pouvez pas jeter des objets ici.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
180	1	Vous avez $s1 jour(s) encore avant la suppression. Voulez-vous annuler la suppression?	4	B09B79			0	0	0	0	0		popup
181	1	Vous ne voyez pas la cible.	0	B09B79			0	0	0	0	0		none
182	1	Voulez-vous abandonner la quête en cours?	0	B09B79			0	0	0	0	0		none
183	1	Il y a trop d'utilisateurs sur le serveur. Essayez encore plus tard.	2	B09B79			0	0	0	0	0		server
184	1	Essayez plus tard.	0	B09B79			0	0	0	0	0		none
185	1	Choisissez le joueur à inviter dans votre partie.	0	B09B79			0	0	0	0	0		none
186	1	Choisissez le joueur à inviter dans votre clan.	0	B09B79			0	0	0	0	0		none
187	1	Choisissez le joueur à congédier.	0	B09B79			0	0	0	0	0		none
188	1	Choisissez le nom du clan.	4	B09B79			0	0	0	0	0		popup
189	1	Votre clan a été créé.	0	B09B79	ItemSound3.sys_pledge_join		0	0	0	0	0		none
190	1	Vous n'avez pas réussi à créer votre clan.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
191	1	Le membre $s1 a été viré.	0	B09B79			0	0	0	0	0		none
192	1	Vous n'avez pas réussi à congédier $s1 du clan.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
193	1	Le clan a été dissout.	0	B09B79			0	0	0	0	0		none
194	1	Vous n'avez pas réussi à dissoudre le clan.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
195	1	Entrer dans le clan.	0	B09B79	ItemSound3.sys_pledge_join		0	0	0	0	0		none
196	1	$s1 a refusé votre invitation de clan.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
197	1	Vous vous êtes retiré du clan.	0	B09B79			0	0	0	0	0		none
198	1	Vous n'avez pas réussi à vous retirer du clan $s1.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
199	1	Vous avez récemment quitté un clan. Vous n'êtes pas autorisé à rejoindre un autre clan pendant 24 heures.	0	B09B79			0	0	0	0	0		none
200	1	Vous avez quitté la partie.	0	B09B79	ItemSound3.sys_party_leave		0	0	0	0	0		none
201	1	$c1 a été expulsé de la partie.	0	B09B79	ItemSound3.sys_party_leave		0	0	0	0	0		none
202	1	Vous avez été expulsé de la partie.	0	B09B79	ItemSound3.sys_party_leave		0	0	0	0	0		none
203	1	La partie a été dissoute.	0	B09B79	ItemSound3.sys_party_leave		0	0	0	0	0		none
204	1	Nom incorrect. Essayez encore.	0	B09B79			0	0	0	0	0		none
205	1	Nom de personnage incorrect. Essayez de nouveau.	0	B09B79			0	0	0	0	0		none
206	1	Ecrivez le nom du clan pour déclarer la guerre.	4	B09B79			0	0	0	0	0		popup
207	1	$s2 du clan $s1 vous déclare la guerre. Acceptez-vous?	4	B09B79			0	0	0	0	0		popup
208	1	Incluez le type de fichier en entrant  le chemin du dossier.	4	B09B79			0	0	0	0	0		popup
209	1	La taille de l'image est inappropriée. Il faut un format 16x12.	0	B09B79			0	0	0	0	0		none
210	1	Le fichier est introuvable. Veuillez entrer dans le chemin précis.	0	B09B79			0	0	0	0	0		none
211	1	Vous pouvez seulement enregistrer les images bmp dans le format 16x12 avec 256 couleurs.	0	B09B79			0	0	0	0	0		none
212	1	Vous n'êtes pas un membre du clan, vous ne pouvez donc pas exécuter cette action.	0	B09B79			0	0	0	0	0		none
213	1	Ne fonctionne pas. Essayez encore plus tard.	0	B09B79			0	0	0	0	0		none
214	1	Votre titre a changé.	0	B09B79			0	0	0	0	0		none
215	1	La guerre avec le clan $s1 a commencé.	0	B09B79		215	2	0	5	1	0	Notre clan détruira nos ennemis dans une grande Guerre !	none
216	1	La guerre de clan avec $s1 est terminée.	0	B09B79		216	2	0	5	1	0	La guerre de clan est terminée…	none
217	1	Vous avez gagné la guerre contre le clan $s1 !	0	B09B79		217	2	0	5	1	0	Notre clan est victorieux !	none
218	1	Vous avez capitulé face au clan $s1 .	0	B09B79		218	2	0	5	1	0	Notre clan a capitulé !	none
219	1	Votre chef de Clan s'est fait tuer par le clan $s1. Vous avez perdu.	0	B09B79		219	2	0	5	1	0	Notre chef a été tué ! Nous avons perdu !	none
220	1	Vous avez $s1 minute(s) avant que la guerre de clan se termine.	0	B09B79			8	0	5	1	0	La guerre de clan prend fin dans $s1 secondes	none
221	1	Le délai pour la guerre de clan est dépassé. La guerre avec le clan $s1 est terminée.	0	B09B79		221	2	0	5	1	0	La Guerre de clan est terminée…	none
222	1	$s1 a rejoint le clan.	0	B09B79	ItemSound3.sys_pledge_join		0	0	0	0	0		none
223	1	$s1 s'est retiré du Clan.	0	B09B79	ItemSound3.sys_party_leave		0	0	0	0	0		none
224	1	$s1 n'a pas répondu : l'invitation à rejoindre le clan a été annulée.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
225	1	Vous n'avez pas répondu à l'invitation de $s1 : l'offre a été annulée	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
226	1	Le clan $s1 n'a pas répondu : la proclamation de guerre a été refusée.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
227	1	La guerre de clan a été refusée parce que vous n'avez pas répondu à la proclamation de guerre du clan.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
228	1	Votre demande de mettre fin a la guerre a été refusée.	0	B09B79	ItemSound3.sys_denial		0	0	0	0	0		none
229	1	Vous ne remplissez pas les critères pour créer un clan.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
230	1	Vous devez attendre 10 jours avant de créer un nouveau clan.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
231	1	"Après le départ d'un membre, le clan doit attendre au moins une journée avant d'accepter un nouveau membre."	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
232	1	Après avoir quitté un clan, vous devez attendre au moins une journée avant d'en rejoindre un autre.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
233	1	L'Académie/Garde royal/Ordre des guerriers est plein(e) et ne peut actuellement accepter d'autres membres.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
234	1	La cible doit être un membre du clan.	0	B09B79			0	0	0	0	0		none
235	1	Vous ne pouvez pas transférer vos droits.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
236	1	Seul le chef de clan y est autorisé.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
237	1	Le leader du clan ne peut pas être trouvé.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
238	1	N'a pas de clan.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
239	1	Le chef de clan ne peut pas quitter le clan.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
240	1	Actuellement impliqué dans la guerre de clan.	0	B09B79			0	0	0	0	0		none
241	1	Le leader du clan $s1 n'est pas connecté.	0	B09B79			0	0	0	0	0		none
242	1	Sélectionnez la cible.	0	B09B79			0	0	0	0	0		none
243	1	Vous ne pouvez pas proclamer la guerre aux clans alliés.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
244	1	Vous ne pouvez pas relever le défi.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
245	1	5 jours ne sont pas passés depuis que vous avez refusé la guerre. Voulez-vous continuer?	4	B09B79			0	0	0	0	0		popup
246	1	L'autre clan est actuellement en guerre.	0	B09B79			0	0	0	0	0		none
247	1	Vous avez déjà été en guerre avec le clan $s1 .5 jours doivent passer avant que vous puissiez proclamer la guerre a nouveau.	0	B09B79			0	0	0	0	0		none
248	1	Vous ne pouvez pas proclamer la guerre : le clan $s1 n'a pas assez de membres.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
249	1	Souhaitez vous vous rendre au clan $s1 ?	4	B09B79			0	0	0	0	0		popup
250	1	Vous avez personnellement capitulé face au clan $s1. Vous ne participez plus à cette guerre de clan.	0	B09B79			0	0	0	0	0		none
251	1	Vous ne pouvez pas proclamer la guerre : vous êtes en guerre avec un autre clan.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
252	1	Ecrivez le nom du clan pour vous rendre.	4	B09B79			0	0	0	0	0		popup
253	1	Ecrivez le nom du clan pour demander la fin de la guerre.	4	B09B79			0	0	0	0	0		popup
254	1	Le chef de clan ne peut pas se rendre personnellement.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
255	1	Le Clan $s1 demande la fin de la guerre ! Etes-vous d'accord ?	4	B09B79			0	0	0	0	0		popup
256	1	Entrez le titre.	0	B09B79			0	0	0	0	0		none
257	1	Proposez-vous au clan $s1 de terminer la guerre ?	4	B09B79			0	0	0	0	0		popup
258	1	Non impliqué dans la guerre de clan.	0	B09B79			0	0	0	0	0		none
259	1	Choisissez les membres du clan à partir de la liste.	0	B09B79			0	0	0	0	0		none
260	1	Le niveau de réputation a diminué : 5 jours n'ont pas passé depuis qu'on vous a refusé la guerre.	0	B09B79			0	0	0	0	0		none
261	1	Le nom du Clan est incorrect.	0	B09B79			0	0	0	0	0		none
262	1	La longueur du nom de Clan est incorrecte.	0	B09B79	ItemSound3.sys_failed		0	0	0	0	0		none
263	1	Vous avez déjà demandé la dissolution du clan.	0	B09B79			0	0	0	0	0		none
264	1	Vous ne pouvez dissoudre un clan alors qu'il est engagé dans une guerre.	0	B09B79	ItemSound3.sys_impossible		0	0	0	0	0		none
