# id	name
557	Send package
558	To:
559	$Alliance
560	Sending list
561	Fee
562	List
563	Purchase
564	Item information
565	Items required
566	Auto Code
567	Approved
568	Waiting
569	Lord of alliance
570	Date and time of application
571	Alliance Name
572	Participate
573	Withdraw
574	Approve
575	Cancel
576	Clans Attacking
577	Clans Defending
578	Clans Waiting
579	Refuse
580	Clan
581	Status
582	Current Time
583	Siege Date
584	Undecided
585	Automatic setting
586	Attackers
587	Defenders
588	Lord
589	Clan
590	Alliance
591	No alliance
592	Alliance
593	Siege Information
594	Modeling Detail
595	No castle owner
596	Private Store - Sell
597	Private Store - Buy
598	Lineage II User Agreement
599	Agree
600	Disagree
601	Ping
602	Type
603	Quality
604	Clan
605	Ally
606	Game Pad
607	Motion Detail
608	Auctioneer
609	All Items For Sale
610	My Items For Sale
611	Return
612	Gludio Castle
613	Dion Castle
614	Giran Castle
615	Innadril Castle
616	Oren Castle
617	Aden Castle
618	Monster Race Track
619	Coliseum
620	Front of the Outer Gate of Gludio Castle
621	Above the Outer Gate of Gludio Castle
622	Front of the Outer Gate of Dion Castle
623	Above the Outer Gate of Dion Castle
624	Front of the Outer Gate of Giran Castle
625	Above the Outer Gate of Giran Castle
626	Front of the Outer Gate of Innadril Castle
627	Above the Outer Gate of Innadril Castle
628	Front of the Outer Gate of Oren Castle
629	Above the Outer Gate of Oren Castle
630	Front of the Outer Gate of Aden Castle
631	Above the Outer Gate of Aden Castle
632	Center of the Monster Race Track
633	The finish line of the Monster RaceTrack
634	Left Side of the Coliseum
635	Center of the Coliseum
636	Right side of the Coliseum
637	Fee
638	Dye Information
639	Symbol Information
640	Change of Basic Ability
641	Manufacturing Cost
642	Success
643	Recipe List
644	Creator MP
645	Create
646	Close
647	Results
648	Number of Retained Items
649	Recipe Book
650	Please select a region to observe. Note that summoned Cubics will disappear during observation.
651	Symbol Drawing
652	Delete
653	Acronym
654	Add
655	Macro List
656	Macro Edit
657	More Info.
658	Save
659	Dye List
660	List of Symbols
661	Production List
662	Recipe Information
663	Item Creation
664	Game Observation
665	Private Creation
666	Privileges
667	Authorize
668	Privileges
669	Calculator
670	Event Number
671	Lotto Numbers
672	Selected Name
673	Clan Related Privileges
674	Join a Clan
675	Ennoble
676	View Warehouse Contents
677	Clan Crest Management
678	Clan Hall Related Privileges
679	Entrance Privileges
680	Other Functions
681	Dismiss
682	Castle Rights
683	Opening a Door
684	Other Rights
685	Dismiss
686	Privileges
687	Teleport
688	Character Summon
689	Chatting Watch
690	NPC Search
691	Item Search
692	Skill Search
693	Surveillance
694	Submit
695	Select a Type
696	Immobility
697	Recovery Related
698	Bug Report
699	Quest Related
700	Report a Bad User
701	Suggestions
702	Game Tips
703	Operation Related
704	Other
705	Viewing of Related Information
706	Type
707	Enter a Petition
708	Contents of a Petition
709	PVP/PK
710	Eval/Endorse
711	Macro
712	Here I Come
713	Half Moon Love
714	Everlasting
715	Dark Side of the Moon
716	Wind Rider
717	Shooting Star
718	Cyclone Thunder
719	Hungry Baby
720	Salty Dog
721	Raging Revolution
722	Valentine Blue
723	Light My Fire
724	Red Bullet
725	Shining Silver
726	Over the Top
727	Royal Straight
728	All Seven
729	Nasty Green
730	Shortcut
731	Typhoon Tiger
732	Red Hot
733	Galaxy Express
734	Best Condition
735	Albatross
736	Number of Needed Items
737	Number of Kept Items
738	Manor
739	Race Manager
740	-_-ㆀ
741	In The Process Of Watching A Game
742	Ingredient(s)
743	Result(s)
744	Purchase Price
745	Good
746	Average
747	Bad
748	Announcement
749	This is an announcement
750	Free Community
751	This is a Free Community.
752	Seresin
753	Roien
754	Gallint
755	Cedric
756	Nerufa
757	Asterios
758	Orfen
759	Mitrael
760	Thifiel
761	Lithra
762	Lockirin
763	Kakai
764	Cadmus
765	Athebaldt
766	Blackbird
767	Ramsheart
768	Esthus
769	Vasper
770	Lancer
771	Ashton
772	Waytrel
773	Waltner
774	Tahnford
775	Hunter
776	Dewell
777	Rodemaye
778	Ken Rauhel
779	Ken Abigail
780	Ken Orwen
781	Van Holter
782	Desperion
783	Einhovant
784	Schuneimann
785	Faris
786	Tor
787	Carneiar
788	Dwyllios
789	Baium
790	Hallate
791	Zaken
792	Core
793	Clan Hall Auction Test
794	Clan Hall Manager
795	Clan Hall Info
796	Consumables
797	Manufacturing price
798	Random including spoil
799	By turn
800	By turn including spoil
801	Passenger Boat Info.
802	Clan Home
803	Type G
804	No distribution
805	Credit
806	Read access
807	Write access
808	Quantity
809	Clan Community
810	No Access
811	List of Articles to Try On
812	Selection List
813	Cost
814	Dawn
815	Dusk
816	Seal of Avarice
817	Seal of Gnosis
818	Seal of Strife
819	Level 31 and Below
820	Level 42 and Below
821	Level 53 and Below
822	No Level Limit
823	Current Owner
824	General
825	Festival
826	Seal Status
827	Seal Description
828	Victory
829	In Progress
830	Highest Score
831	Score
832	Participant
833	Status
834	My Current Status
835	Cabal
836	Seal
837	Current Total
838	Last Week's Total
839	Seal Stones
840	Total Score
841	Total Rate of Occupation
842	Delete Title
843	Delete Crest
844	Level 64 and Below
845	Competition Results
846	Tie
847	Trying on
848	Evaluation of Petitions
849	Evaluate
850	Very Good
851	Good
852	Fair
853	Poor
854	Very Poor
855	Customer Satisfaction Rating
856	Other Opinions
857	Server Selection Information
858	Unlimited
859	+
860	Location
861	Repeatable
862	One-time
863	Solo
864	Party
865	Location Indicator Available
866	None
867	Glow Effect A
868	Anti-Aliasing
869	None
870	2X
871	4X
872	Name
873	The Clan One Belongs To
874	Close Range Attack Type Fighter
875	Remote Range Attack Type Fighter
876	Defensive Type Fighter
877	Party Assisting Fighter
878	Attack Type Wizard
879	Healer/Assistant Wizard
880	Summoner
881	Indicator of the Abnormal State of a Party Member
882	The Historical Record of the Seven Signs
883	View Rights
884	Re-Login
885	Map
886	Target Loc.
887	Current Loc.
888	Aden
889	Elmore
890	Destruction
891	Crystallization
892	Macro Deletion
893	No clan hall exists.
894	At Peace
895	Clan
896	Messenger
897	Chat Options
898	Done
899	Go
900	Move
901	Information
902	Petition Invitation
903	Escape
904	Friends
905	Mail
906	Initial State
907	Counting In Progress
908	Quit
909	Receiver
910	Authoring Date
911	Author
912	Reply
913	Deliver
914	Store
915	Mail Writing
916	Scheduled Deletion Date
917	Inbox
918	Sent Box
919	Mail Archive
920	Temporary Mail Archive
921	Send Global Mail
922	Level
923	Dawn
924	Dusk
925	Map
926	Key Security
927	Transparent
928	3D Arrow
929	Oracle of Dusk
930	Oracle of Dawn
931	Seal Stones
932	Turned In
933	Ancient Adena
934	Cycle
935	Possession
936	Not In Possession
937	Projection
938	Refresh
939	Back
940	Expected Ownership of a Seal Stone
941	Necropolis of Sacrifice (Level 20-30)
942	Southern Shore of Gludio Territory
943	The Pilgrim's Necropolis (Level 30-40)
944	"Fortress of Resistance, Near Dion Territory"
945	Necropolis of Worship (Level 40-50)
946	Near Alligator Island in Innadril Territory
947	The Patriot's Necropolis (Level 50-60)
948	Northern Gludio Castle in Gludio Territory
949	Necropolis of Devotion (Level 60-70)
950	Near Altar of Rites in Dark Forest
951	Necropolis of Martyrdom (Level 60-70)
952	Giran Territory near Giran Castle
953	The Saint's Necropolis (Level 70-80)
954	Near Field of Whispers in Innadril Territory
955	The Disciple's Necropolis (Level 70-80)
956	Near Devastated Castle in Aden Territory
957	Catacomb of the Heretic (Level 30-40)
958	Near the Execution Grounds in Dion Territory
959	Catacomb of the Branded (Level 40-50)
960	Near Giran Harbor in Giran Territory
961	Catacomb of the Apostate (Level 50-60)
962	Near Plains of the Lizardmen in Oren Territory
963	Catacomb of the Witch (Level 60-70)
964	Near the Forest of Mirrors in Aden Territory
965	Catacomb of Dark Omens (Level 70-80)
966	Near Dark Elf Village in Oren Territory
967	Catacomb of the Forbidden Path (Level 70-80)
968	Near Hunters Village in Aden Territory
969	Pet Name
970	Name exists.
971	No name exists.
972	Seven Signs Event Period
973	Currently Preparing for the Quest Event
974	Quest Event Period
975	Results Being Tallied
976	Seal Validation Period
977	System Voice
978	Tutorial Voice
979	Screenshot
980	Bitmap
981	High
982	Average
983	Low
984	New
985	Rename
986	Delete
987	Alert when a contact comes online.
988	Alert when a message is received.
989	Alert when an e-mail is received.
990	Play sounds.
991	Auto reject contact list invites.
992	Hide all chat windows upon minimizing.
993	Block
994	Change Group
995	MSN Messenger Info
996	MSN Messenger
997	Chat with Friends
998	Log out
999	Lineage 2 Messenger
1000	Lineage 2 Messenger
1001	Options
1002	Chat
1003	Log in to .NET Passport
1004	E-mail
1005	Password
1006	Online
1007	Offline
1008	Back
1009	Change Nickname
1010	Edit Groups
1011	Other Options
1012	Number chatting:
1013	" friend(s)"
1014	Invite
1015	Online
1016	Busy
1017	Be Right Back
1018	Away
1019	On the Phone
1020	Out to Lunch
1021	Appear Offline
1022	Benchmark
1023	Regeneration
1024	Hair Accessory
1025	Enter Chat Message
1026	Allow chatting after notifying my online status.
1027	Block from chatting without disclosing my online status.
1028	Add this person to my contact list.
1029	Location
1030	Lv Limit
1031	Party Membership
1032	Set Room
1033	Kick
1034	Loc.
1035	Lvl.
1036	Party
1037	Previous
1038	Next
1039	List Update
1040	Create Room
1041	Auto Join
1042	Max. Members
1043	Min.
1044	Max.
1045	My Level Range
1046	All
1047	Near Me
1048	Talking Island
1049	Gludio
1050	Dark Elven Ter.
1051	Elven Territory
1052	Dion
1053	Giran
1054	Neutral Zone
1055	Lyonn
1056	Schuttgart
1057	Oren
1058	Hunters Village
1059	Innadril
1060	Aden
1061	Party Candidate
1062	Room Leader
1063	Party Member
1064	My Coordinates
1065	"Standard Coordinates (x, y, z)"
1066	Ordinate
1067	Abscissa
1068	Create a Race Track
1069	Remove a Race Track
1070	Select a Target
1071	Lockup a Party
1072	Lift a Lockup
1073	Pause
1074	Resuming of a Race
1075	Start of a Race
1076	End of a Race
1077	Apply
1078	Send
1079	Command
1080	Ending Message
1081	Fence Up
1082	Fence Down
1083	Team 1 Firecracker
1084	Team 2 Firecracker
1085	Name of Team 1
1086	Name of Team 2
1087	Team 1's Party Representative
1088	Team 2's Party Representative
1089	Race Setup File
1090	Command File
1091	Formation of Team 1
1092	Formation of Team 2
1093	Counter
1094	Team 1
1095	Team 2
1096	Message
1097	Locking in Progress...
1098	Removal in Progress...
1099	Creating in Progress...
1100	Stopping in Progress...
1101	Resuming of the race is in progress...
1102	Starting...
1103	Ending...
1104	Menu of Online Game Commentator
1105	Select the location of a fence.
1106	Online Game Observer
1107	Race Track ID
1108	Remaining Time
1109	" Days"
1110	" Hours"
1111	" Minutes"
1112	Fishing
1113	Current Seeds
1114	Current Crops
1115	Basic Info
1116	Current
1117	Next
1118	View
1119	Seed Purchase
1120	Seed Name
1121	Residual
1122	Sales
1123	Sales Price
1124	Crop Name
1125	Buy
1126	Buy Price
1127	Reward
1128	Type 1
1129	Type 2
1130	Crop Sales
1131	"General/Alternative Crop Common, All Territory Common"
1132	Seed Price
1133	Crop Price
1134	Reward 1
1135	Reward 2
1136	Seed on Sale
1137	Today Sales
1138	Today Price
1139	Next Sales
1140	Next Price
1141	Next Purchase
1142	Edit Sales
1143	Set Next Day
1144	Reset Sales
1145	Crop Purchase
1146	Today Buy
1147	Today Price
1148	Reward
1149	Next Price
1150	Next Reward
1151	Stop Purchase
1152	Crop Sale
1153	Territory
1154	Remaining
1155	My Crops
1156	Sales
1157	Sell
1158	Max Price
1159	Duelist
1160	Dreadnought
1161	Phoenix Knight
1162	Hell Knight
1163	Sagittarius
1164	Adventurer
1165	Archmage
1166	Soultaker
1167	Arcana Lord
1168	Cardinal
1169	Hierophant
1170	Eva's Templar
1171	Sword Muse
1172	Wind Rider
1173	Moonlight Sentinel
1174	Mystic Muse
1175	Elemental Master
1176	Eva's Saint
1177	Shillien Templar
1178	Spectral Dancer
1179	Ghost Hunter
1180	Ghost Sentinel
1181	Storm Screamer
1182	Spectral Master
1183	Shillien Saint
1184	Titan
1185	Grand Khavatari
1186	Dominator
1187	Doom Cryer
1188	Fortune Seeker
1189	Maestro
1190	Macro List
1191	Count
1192	Message
1193	View Record
1194	Check Clan Hall Location
1195	HP Cost
1196	Show Region
1197	System Message Window
1198	Package Sale
1199	Remaining Time
1200	Quest Name
1201	Requirements
1202	Repeat
1203	Contact NPC
1204	Quest Introduction
1205	Declare War
1206	End War
1207	Penalty
1208	Register
1209	Delete
1210	Clan War
1211	Hero Voice
1212	General Manufacture
1213	Dwarf Manufacture
1214	General Recipe Book
1215	Dwarf Recipe Book
1216	Private Warehouse
1217	Clan Warehouse
1218	Castle Warehouse
1219	Req. EXP
1220	Item Enchant
1221	Choose Enchant Target
1222	Monument of Heroes
1223	Party Member
1224	Next Sale Limit
1225	Next Buy
1226	Next Buy Limit
1227	All Members
1228	Leader Chat
1229	Shader
1230	HDR Rendering A
1231	HDR Rendering B
1232	HDR Rendering C
1233	Very High
1234	High
1235	Average
1236	Low
1237	Very Low
1238	Very Wide
1239	Wide
1240	Average
1241	Narrow
1242	Very Narrow
1243	Goddard Castle
1244	In Front of Goddard Castle Outer Door
1245	At the Top of Goddard Castle Outer Door
1246	Glow Effect B
1247	Rune
1248	Goddard
1249	Lock Camera
1250	Replay File Name
1251	Replay
1252	Move to Arena
1253	View the Chat Window
1254	Pumping!
1255	Reeling!
1256	The pumping was successful.
1257	The reeling was successful.
1258	The pumping failed.
1259	The reeling failed.
1260	The fish did not take the bait.
1261	The fish took the bait.
1262	The fishing attempt failed.
1263	The allotted time has been exceeded.
1264	The fishing was successful.
1265	Owner
1266	Parties:
1267	Members:
1268	Quit
1269	Status of Being Open to the Public
1270	Village
1271	Clan (Bid)
1272	Delete
1273	<Private Store - Package Sale>
1274	Forced Petition
1275	Server Transfer
1276	- Selection -
1277	PC Bang Points
1278	"One, Two, Three, Four, Five, Six, Seven, Eight, Nine, Ten"
1279	"Ten, Hundred, Thousand, Ten Thousand, Hundred Thousand"
1280	"Ten Thousand, Hundred Million"
1281	"Thousand, Million, Billion"
1282	"Million, thaisuffix1, thaisuffix2"
1283	findprivatestore
1284	General Field
1285	Peaceful Zone
1286	Siege War Zone
1287	Altered Zone
1288	Altered Zone
1289	Seven Signs Zone
1290	PvP Zone
1291	D Grade
1292	C Grade
1293	B Grade
1294	A Grade
1295	S Grade
1296	Hunting Zone
1297	Raid
1298	Region Info
1299	Hunting Zone Name
1300	Zone Type
1301	Raid Name
1302	Points
1303	Region Name
1304	Affiliated Territory
1305	Rank
1306	PC Name
1307	Total Score
1308	Accumulated Score
1309	Search Area
1310	Search
1311	Clan Reputation Score
1312	Territory
1313	Fields
1314	Dungeon
1315	"Castle, Town"
1316	Harbor
1317	Clan Hall
1318	Arena
1319	Other
1320	Ranking
1321	Clan
1322	Member Info
1323	Privileges
1324	War Info
1325	Edit Auth.
1326	Edit Crest
1327	Title
1328	Rank
1329	Order of Knights
1330	Change Title
1331	Change Rank
1332	Sponsor
1333	Select
1334	Dismiss
1335	Enter the title you wish to change.
1336	(Up to 16 characters)
1337	Confirm
1338	Manage Clan Crest
1339	Current Registered Crest
1340	Manage Clan Insignia
1341	Current Registered Insignia
1342	Cancel
1343	Delete
1344	Manage Titles
1345	Edit $s1's Privileges
1346	Warehouse Search
1347	Apprentice
1348	Manage Ranks
1349	Troops/Fame
1350	Bulletin Board Administration
1351	Clan Hall Privileges
1352	Entry/Exit Rights
1353	Right to Dismiss
1354	Use Functions
1355	Set Functions
1356	Auction
1357	Castle Privileges
1358	Manor Admin
1359	Manage Taxes
1360	Siege War
1361	Mercenaries
1362	Miscellaneous
1363	Party
1364	Close
1365	Status
1366	Period
1367	Declare War
1368	Next Page
1369	Expiration Date
1370	Clan Skills
1371	Clan Structural Diagram
1372	Clan Rep
1373	Clan Rank
1374	Outside the Top Ranks
1375	Top
1376	" - Edit Privileges"
1377	System Privileges
1378	Waiting List
1379	Whisper
1380	List Update
1381	Rm. Invite
1382	Looting
1383	General
1384	Loot Leader
1385	Vagabond
1386	Vassal
1387	Apprentice
1388	Heir
1389	Knight
1390	Elder
1391	Baron
1392	Viscount
1393	Count
1394	Marquis
1395	Duke
1396	Grand Duke
1397	Distinguished King
1398	Emperor
1399	Main Clan
1400	1st Royal Guard
1401	2nd Royal Guard
1402	1st Order of Knights
1403	2nd Order of Knights
1404	3rd Order of Knights
1405	4th Order of Knights
1406	1st Level
1407	2nd Level
1408	3rd Level
1409	4th Level
1410	5th Level
1411	Main Clan Rank
1412	Royal Guard Rank
1413	Order of Knights Rank
1414	Academy Rank
1415	Unknown
1416	.
1417	GPU Animation
1418	Weather Effects
1419	Clan Academy
1420	Rune Castle
1421	In Front of the Outer Castle Gate of Rune Castle
1422	Top of the Outer Castle Gate of Rune Castle
1423	Schuttgart Castle
1424	In Front of the Outer Castle Gate of Schuttgart Castle
1425	Top the Outer Castle Gate of Schuttgart Castle
1426	Adventurer Guide Book
1427	Select a clan relation for invitation.
1428	Results
1429	Declared
1430	Under Attack
1431	Apprentice
1432	Status
1433	Knight Commander
1434	Buy
1435	My Exchange List
1436	Clan’s Skill Trainer
1437	Req. Reputation
1438	Captain of the Royal Guard
1439	You are currently registered as party matching standby status.
1440	Waiting List for Partymatching
1441	Remove clan title
1442	Points
1443	Change
1444	Mute all sounds.
1445	No Captain exists.
1446	Penalty Information
1447	Title
1448	PC Room Coupon Event
1449	Note
1450	Status
1451	Affiliation Ranking
1452	Academy
1453	Individual Ranking
1454	No score
1455	Useful Information
1456	Disable Game Tips
1457	A new party room will now be created.
1458	A new party room will now be created and characters will be invited.
1459	Exit
1460	The room settings will be changed.
1461	World Info.
1462	Find
1463	- Cursed Weapon -
1464	Demonic Sword Zariche
1465	- Select an Affiliation -
1466	- Select a Member -
1467	Change
1468	Change
1469	Edit Clan Member's Affiliation
1470	Affiliation:
1471	Member:
1472	Hide Dropped Item(s)
1473	NCOTP
1474	Enlarge Map
1475	Minimize
1476	Decline Duels
1477	Augment
1478	Remove Augmentation
1479	Remove
1480	Item for Augmentation
1481	Varnish
1482	Removal Fee
1483	Gemstones Needed
1484	Command
1485	Hide Command On-screen Text
1486	Toggle Buff/Debuff
1487	Party Window Options
1488	Small Party Window
1489	<Weapon Specifications>
1490	<Augmentation Effects>
1491	Unable to Trade/Drop
1492	<Shadow Item Info>
1493	Remaining Mana/Total Mana:
1494	Command Channel Information
1495	Command Channel
1496	View Buffs
1497	View Debuffs
1498	Turn Off Buff View
1499	Blood Sword Akamanah
1500	Song/Dance
1501	1
1502	2
1503	3
1504	4
1505	5
1506	6
1507	7
1508	8
1509	9
1510	0
1511	00
1512	+
1513	-
1514	x
1515	/
1516	=
1517	B/S
1518	C
1519	CE
1520	Reset to Default
1521	Assign Shortcut
1522	Initialize
1523	Shortcut
1524	Assign Item Shortcut
1525	Shortcut to Assign
1526	Skill Enchant
1527	Skill Safe Enchant
1528	Untrain
1529	Route Change
1530	Attribute Enchanting..
1531	Item Enchanting..
1532	Enchant Scroll
1533	Select Enchant Item
1534	Castle / Fortress Privileges
1535	To Fortress
1536	Current Bid Price
1537	X2 Bid
1538	50% Bid
1539	10% Bid
1540	5% Bid
1541	Health
1542	Delay Reset
1543	Summon
1544	Kamael
1545	Server Integration Guide
1546	Radar Option
1547	Hide Party
1548	Show Monsters
1549	Attribute Enchanter
1550	Select Attribute Enchant Item
1551	Normal Skill
1552	Buff Skill
1553	Debuff Skill
1554	Toggle Skill
1555	Song / Dance Skill
1556	Hero Skill
1557	Item Skill
1558	Transform Skill
1559	Use Expanded Sub-Key
1560	Interface
1561	Kamael Soldier
1562	Kamael Soldier
1563	Trooper
1564	Warder
1565	Berserker
1566	Soul Breaker
1567	Soul Breaker
1568	Arbalester
1569	Doombringer
1570	Soul Hound
1571	Soul Hound
1572	Trickster
1573	Inspector
1574	Judicator
1575	Retained SP
1576	Retained EXP
1577	Refund Ratio
1578	Refund SP
1579	Enchant
1580	Select Sub Unit
1581	Display Settings
1582	View Range Settings
1583	Misc. Settings
1584	Graphic Effect Settings
1585	Control/Security
1586	Game Performance
